class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Dur 7,0.5832604169845581,0.8792206645011902,-3.999200259841018e-07,0.0,0.6288155913352966,0.854025661945343,0.025876091793179512,0.0,0.6658138632774353,0.8057206869125366,0.02948438934981823,0.0,0.6787540912628174,0.7332387566566467,0.027764927595853806,0.0,0.6726076602935791,0.6829049587249756,0.025506196543574333,0.0,0.7011682987213135,0.8067655563354492,-0.004975150339305401,0.0,0.7152688503265381,0.6792581081390381,-0.010388839058578014,0.0,0.6941640377044678,0.6632382869720459,-0.0035027447156608105,0.0,0.6827796697616577,0.6892639398574829,0.004106671083718538,0.0,0.6885053515434265,0.8046397566795349,-0.022723045200109482,0.0,0.6995010375976562,0.6527712345123291,-0.030067196115851402,0.0,0.6720864176750183,0.6492294669151306,-0.017602061852812767,0.0,0.6642061471939087,0.6839784979820251,-0.005800939630717039,0.0,0.6680094003677368,0.7908855676651001,-0.03747957944869995,0.0,0.6818369030952454,0.6411173343658447,-0.04208211600780487,0.0,0.6532726287841797,0.6477537751197815,-0.022938719019293785,0.0,0.6437857747077942,0.689441442489624,-0.007903148420155048,0.0,0.639646053314209,0.7781006097793579,-0.0497405044734478,0.0,0.6496881246566772,0.6573780179023743,-0.050452884286642075,0.0,0.6293652057647705,0.6656556129455566,-0.035473402589559555,0.0,0.6199742555618286,0.7110483646392822,-0.0230907890945673,0.0
Dur 7,0.5605376362800598,0.8998590111732483,-5.006195351597853e-07,0.0,0.6113898158073425,0.8774813413619995,0.02509990520775318,0.0,0.6528525352478027,0.8208837509155273,0.027991894632577896,0.0,0.6723383069038391,0.7463079690933228,0.02430463396012783,0.0,0.6670137047767639,0.6925773620605469,0.021433494985103607,0.0,0.6926538348197937,0.8055993914604187,0.007606043945997953,0.0,0.7006251811981201,0.6552137136459351,-0.0071224644780159,0.0,0.6704440712928772,0.6789955496788025,-0.013270423747599125,0.0,0.6631669402122498,0.7207186818122864,-0.016241081058979034,0.0,0.6791993975639343,0.8055984973907471,-0.012167885899543762,0.0,0.6828861236572266,0.6406989097595215,-0.01938958652317524,0.0,0.6553478837013245,0.6703284978866577,-0.010928182862699032,0.0,0.652864396572113,0.7095961570739746,-0.006013825070112944,0.0,0.6562520265579224,0.7973702549934387,-0.03121609427034855,0.0,0.6634230613708496,0.6374927163124084,-0.034621063619852066,0.0,0.6352053880691528,0.6670008897781372,-0.01543260458856821,0.0,0.6311891674995422,0.7123644351959229,-0.004360094666481018,0.0,0.625067949295044,0.784530520439148,-0.04911064729094505,0.0,0.6342712640762329,0.6572098731994629,-0.054268620908260345,0.0,0.6130197644233704,0.6779829263687134,-0.04284985363483429,0.0,0.60360187292099,0.7230666875839233,-0.03363248333334923,0.0
Dur 7,0.5572760105133057,0.9031497240066528,-5.098844439999084e-07,0.0,0.6064274311065674,0.8686906695365906,0.0181944128125906,0.0,0.6505773067474365,0.8170914649963379,0.018497884273529053,0.0,0.673263430595398,0.7490999102592468,0.013258656486868858,0.0,0.6730197668075562,0.6963684558868408,0.009318997152149677,0.0,0.6939378380775452,0.8054414987564087,0.003986375872045755,0.0,0.7036604881286621,0.6584360599517822,-0.011846260167658329,0.0,0.6719183921813965,0.6731401681900024,-0.017360443249344826,0.0,0.664276123046875,0.711209774017334,-0.01903526298701763,0.0,0.6788201332092285,0.8026303052902222,-0.013123777695000172,0.0,0.6854805946350098,0.6449414491653442,-0.025445710867643356,0.0,0.6570936441421509,0.6692888736724854,-0.019989782944321632,0.0,0.6525799632072449,0.7076615691184998,-0.015318947844207287,0.0,0.6563539505004883,0.7953768372535706,-0.029910895973443985,0.0,0.6649589538574219,0.6391783356666565,-0.03942684456706047,0.0,0.6350076794624329,0.6695743203163147,-0.023670699447393417,0.0,0.6306081414222717,0.7137230634689331,-0.012814383953809738,0.0,0.6278552412986755,0.7849343419075012,-0.04579489678144455,0.0,0.6354554295539856,0.6573249697685242,-0.05338911712169647,0.0,0.6129008531570435,0.6794030070304871,-0.04294056445360184,0.0,0.6044052839279175,0.7229896187782288,-0.033548180013895035,0.0
Dur 7,0.5571624040603638,0.9074785709381104,-4.976848799742584e-07,0.0,0.6059779524803162,0.8685281276702881,0.016034698113799095,0.0,0.6509466171264648,0.8158019185066223,0.0156203992664814,0.0,0.6750908493995667,0.7498589158058167,0.010120587423443794,0.0,0.6749424338340759,0.6960300803184509,0.0061173331923782825,0.0,0.6951789855957031,0.8047795295715332,0.002529134275391698,0.0,0.7049379944801331,0.6584886908531189,-0.015076005831360817,0.0,0.6739372611045837,0.6750544905662537,-0.022444099187850952,0.0,0.6669903993606567,0.7142337560653687,-0.025167353451251984,0.0,0.6792963147163391,0.8022828102111816,-0.0135170454159379,0.0,0.687515377998352,0.6448584198951721,-0.02759244665503502,0.0,0.6593437790870667,0.6709440350532532,-0.023186322301626205,0.0,0.6553335189819336,0.7102129459381104,-0.018748199567198753,0.0,0.6566251516342163,0.7951340079307556,-0.02949642203748226,0.0,0.6661902666091919,0.6384214162826538,-0.0405704565346241,0.0,0.6367550492286682,0.6701319217681885,-0.025002287700772285,0.0,0.6327263712882996,0.7151197195053101,-0.01359455194324255,0.0,0.6282289028167725,0.7849198579788208,-0.04476199299097061,0.0,0.6368573307991028,0.6566706299781799,-0.052949462085962296,0.0,0.6143425107002258,0.6796137690544128,-0.04216138646006584,0.0,0.6055774688720703,0.7234557271003723,-0.032153379172086716,0.0
Dur 7,0.5574318766593933,0.9073962569236755,-5.052873461863783e-07,0.0,0.6075317859649658,0.8689695000648499,0.015859615057706833,0.0,0.6530867218971252,0.8170265555381775,0.01522120088338852,0.0,0.6766131520271301,0.7486905455589294,0.009510266594588757,0.0,0.6758509278297424,0.6943402886390686,0.0053078909404575825,0.0,0.6968317031860352,0.8056886792182922,0.001973660197108984,0.0,0.706127405166626,0.656560480594635,-0.015589476563036442,0.0,0.6747719645500183,0.6739434003829956,-0.022871114313602448,0.0,0.668036699295044,0.7139645218849182,-0.025502469390630722,0.0,0.6800961494445801,0.8025140762329102,-0.013899561017751694,0.0,0.687617301940918,0.6433676481246948,-0.028109721839427948,0.0,0.6596795320510864,0.6704974174499512,-0.023899922147393227,0.0,0.6559757590293884,0.7106638550758362,-0.019651787355542183,0.0,0.6570632457733154,0.7950118184089661,-0.029633665457367897,0.0,0.6663150191307068,0.6374408006668091,-0.040691569447517395,0.0,0.6372008323669434,0.6700324416160583,-0.025316782295703888,0.0,0.6334453821182251,0.7157900929450989,-0.01406596414744854,0.0,0.6286188364028931,0.7842695116996765,-0.04467158392071724,0.0,0.6379543542861938,0.6561565399169922,-0.052828311920166016,0.0,0.6156023144721985,0.6789891123771667,-0.042170602828264236,0.0,0.6066692471504211,0.7227381467819214,-0.032272763550281525,0.0
Dur 7,0.557047426700592,0.9074262976646423,-5.141776000527898e-07,0.0,0.6067035794258118,0.868026614189148,0.015790395438671112,0.0,0.6525169610977173,0.8158941268920898,0.015203479677438736,0.0,0.6766670942306519,0.7496198415756226,0.009575423784554005,0.0,0.6764654517173767,0.6957858800888062,0.005604718811810017,0.0,0.6971010565757751,0.8057211637496948,0.002103302627801895,0.0,0.7071417570114136,0.6571950316429138,-0.01565621793270111,0.0,0.6750677824020386,0.6745534539222717,-0.023348208516836166,0.0,0.6681620478630066,0.7146950364112854,-0.026308104395866394,0.0,0.6802583932876587,0.8024378418922424,-0.013697268441319466,0.0,0.6884726881980896,0.6438658237457275,-0.02795569598674774,0.0,0.6600522994995117,0.6710280179977417,-0.023844890296459198,0.0,0.6563507318496704,0.7116015553474426,-0.019693683832883835,0.0,0.6573758721351624,0.7947720289230347,-0.02940276265144348,0.0,0.6672654151916504,0.6377316117286682,-0.040442876517772675,0.0,0.6377446055412292,0.669928789138794,-0.025089574977755547,0.0,0.6338335871696472,0.716075599193573,-0.013866154477000237,0.0,0.6293694972991943,0.7840849161148071,-0.04444659501314163,0.0,0.6389103531837463,0.6564520001411438,-0.0525350347161293,0.0,0.6162689328193665,0.6789714097976685,-0.04189015552401543,0.0,0.6071714162826538,0.722981870174408,-0.032018885016441345,0.0
Dur 7,0.5568003058433533,0.9074466228485107,-5.156701945452369e-07,0.0,0.6068857908248901,0.8683834075927734,0.016048530116677284,0.0,0.6526246070861816,0.8171184062957764,0.015407383441925049,0.0,0.6767084002494812,0.7512222528457642,0.00960971787571907,0.0,0.6760600805282593,0.6974605917930603,0.005398448556661606,0.0,0.6967928409576416,0.8052293062210083,0.002669733949005604,0.0,0.706806480884552,0.656977653503418,-0.01507367379963398,0.0,0.6747187972068787,0.6744365692138672,-0.022994862869381905,0.0,0.6677549481391907,0.7148303389549255,-0.026183869689702988,0.0,0.6802472472190857,0.8019888997077942,-0.013341231271624565,0.0,0.6888442635536194,0.6438619494438171,-0.027478888630867004,0.0,0.6601898074150085,0.6707274317741394,-0.02354532852768898,0.0,0.6563279628753662,0.7115541100502014,-0.019593706354498863,0.0,0.657602846622467,0.7945101261138916,-0.029259491711854935,0.0,0.6676673293113708,0.6375871896743774,-0.04008129611611366,0.0,0.6378963589668274,0.669364333152771,-0.024800730869174004,0.0,0.6339662075042725,0.7157310843467712,-0.013740272261202335,0.0,0.6298663020133972,0.7841399908065796,-0.04452599585056305,0.0,0.6390846967697144,0.6561300158500671,-0.05233730375766754,0.0,0.6162272691726685,0.6782954335212708,-0.04162393882870674,0.0,0.6071172952651978,0.7225291728973389,-0.031830787658691406,0.0
Dur 7,0.5570980310440063,0.908295750617981,-5.18171077601437e-07,0.0,0.6075836420059204,0.869194746017456,0.016767406836152077,0.0,0.6530624032020569,0.8178240656852722,0.01633349061012268,0.0,0.6763883829116821,0.7510793209075928,0.010538237169384956,0.0,0.6753798127174377,0.6971763372421265,0.006114140152931213,0.0,0.696283221244812,0.8060168623924255,0.0030505587346851826,0.0,0.7066980600357056,0.657647430896759,-0.014232235960662365,0.0,0.6746689677238464,0.673183262348175,-0.021823378279805183,0.0,0.6670882701873779,0.712917685508728,-0.024817898869514465,0.0,0.6798548698425293,0.8022346496582031,-0.013326318934559822,0.0,0.6883516311645508,0.6440430879592896,-0.026977524161338806,0.0,0.6597098708152771,0.6695480942726135,-0.02289785072207451,0.0,0.6555907726287842,0.7103784084320068,-0.01896539144217968,0.0,0.6573234796524048,0.79453444480896,-0.029520096257328987,0.0,0.6674542427062988,0.637425422668457,-0.03997400030493736,0.0,0.6376388072967529,0.6683835983276367,-0.024792838841676712,0.0,0.633520781993866,0.7146255970001221,-0.013933596201241016,0.0,0.6296337842941284,0.7839024066925049,-0.044995177537202835,0.0,0.6390286087989807,0.6558030843734741,-0.0526246577501297,0.0,0.616302490234375,0.677494466304779,-0.04193025454878807,0.0,0.6071448922157288,0.7215898633003235,-0.032252516597509384,0.0
Dur 7,0.5566911101341248,0.9076745510101318,-5.165730385670031e-07,0.0,0.6070917248725891,0.8685211539268494,0.01654300093650818,0.0,0.6527718305587769,0.8174358606338501,0.01599258929491043,0.0,0.6761032342910767,0.7508695721626282,0.01010914333164692,0.0,0.6750056147575378,0.6966873407363892,0.005642840173095465,0.0,0.6959095597267151,0.8057345151901245,0.0028924979269504547,0.0,0.7062537670135498,0.6567908525466919,-0.014635637402534485,0.0,0.6743651032447815,0.6732368469238281,-0.022307196632027626,0.0,0.6670017838478088,0.7134674787521362,-0.02530663274228573,0.0,0.6795716881752014,0.8022142648696899,-0.013451602309942245,0.0,0.6883052587509155,0.6437607407569885,-0.027337603271007538,0.0,0.6597775220870972,0.6696257591247559,-0.02331257052719593,0.0,0.6556749939918518,0.710313081741333,-0.01934976875782013,0.0,0.6571304798126221,0.7947390675544739,-0.02965393476188183,0.0,0.6673392057418823,0.6374159455299377,-0.040258586406707764,0.0,0.6375680565834045,0.668574869632721,-0.025000683963298798,0.0,0.6334161758422852,0.7146989703178406,-0.014042901806533337,0.0,0.6295322179794312,0.7843157052993774,-0.04517016187310219,0.0,0.6388631463050842,0.6560832262039185,-0.05293526500463486,0.0,0.6161257028579712,0.6778886914253235,-0.04225454106926918,0.0,0.6069754958152771,0.7219730615615845,-0.032557301223278046,0.0
Dur 7,0.5564770102500916,0.9071290493011475,-5.150443485035794e-07,0.0,0.6069738864898682,0.8683557510375977,0.016033796593546867,0.0,0.652672529220581,0.8171049356460571,0.015269653871655464,0.0,0.6763390302658081,0.7505418658256531,0.00927475094795227,0.0,0.6753875613212585,0.6964029669761658,0.004684013314545155,0.0,0.6962137222290039,0.8058204650878906,0.0024152188561856747,0.0,0.7061020731925964,0.6571462750434875,-0.015113266184926033,0.0,0.6740779876708984,0.6734634041786194,-0.02277780883014202,0.0,0.6667160987854004,0.7136406302452087,-0.025774478912353516,0.0,0.6796855330467224,0.8023157119750977,-0.01365919504314661,0.0,0.6877275109291077,0.6442740559577942,-0.027622908353805542,0.0,0.6592663526535034,0.6702700257301331,-0.023716649040579796,0.0,0.6552504301071167,0.7110128998756409,-0.01985708251595497,0.0,0.6570218205451965,0.7948090434074402,-0.029605848714709282,0.0,0.6667076349258423,0.6380086541175842,-0.04041105508804321,0.0,0.6371284127235413,0.6694400906562805,-0.0253842044621706,0.0,0.6330503821372986,0.7156245112419128,-0.014552999287843704,0.0,0.6292294859886169,0.784319281578064,-0.04487751051783562,0.0,0.6383368372917175,0.6563807725906372,-0.05283000320196152,0.0,0.6158300042152405,0.6785570383071899,-0.04232214763760567,0.0,0.6068077683448792,0.722740113735199,-0.03270686790347099,0.0
